,Unnamed: 0,img,difficulty_score,split
6037,6037,2009_003312,3.235545,train
1953,1953,2008_003951,3.235547,train
7569,7569,2010_001036,3.235614,train
9113,9113,2010_004141,3.235688,train
9602,9602,2010_005111,3.235692,train
724,724,2008_001470,3.235761,train
6915,6915,2009_005044,3.236022,train
1097,1097,2008_002218,3.236066,train
525,525,2008_001063,3.236268,train
9414,9414,2010_004750,3.236834,train
3438,3438,2008_006954,3.236919,train
8807,8807,2010_003529,3.237047,train
9842,9842,2010_005585,3.237084,train
216,216,2008_000436,3.2372080000000003,train
1877,1877,2008_003800,3.2372490000000003,train
4038,4038,2008_008179,3.237278,train
6261,6261,2009_003743,3.237405,train
4325,4325,2008_008758,3.237485,train
7681,7681,2010_001261,3.237654,train
3061,3061,2008_006186,3.23778,train
8834,8834,2010_003579,3.237823,train
6377,6377,2009_003985,3.237921,train
618,618,2008_001257,3.238009,train
6456,6456,2009_004139,3.238154,train
5514,5514,2009_002297,3.238198,train
5541,5541,2009_002350,3.23827,train
7543,7543,2010_000984,3.238354,train
9902,9902,2010_005700,3.238442,train
3153,3153,2008_006368,3.238801,train
10904,10904,2011_001822,3.239061,train
2395,2395,2008_004837,3.239129,train
8345,8345,2010_002598,3.239214,train
9023,9023,2010_003971,3.239219,train
5645,5645,2009_002557,3.239406,train
2932,2932,2008_005926,3.239848,train
4569,4569,2009_000471,3.24,train
10314,10314,2011_000472,3.24,train
7042,7042,2009_005294,3.24,train
8097,8097,2010_002104,3.24,train
10482,10482,2011_000851,3.24,train
8878,8878,2010_003673,3.24,train
9792,9792,2010_005493,3.24,train
8463,8463,2010_002827,3.24,train
9998,9998,2010_005886,3.24,train
8062,8062,2010_002029,3.24,train
7529,7529,2010_000955,3.24,train
3550,3550,2008_007185,3.24,train
9966,9966,2010_005826,3.24,train
9252,9252,2010_004419,3.24,train
4153,4153,2008_008403,3.24,train
9738,9738,2010_005388,3.24,train
7000,7000,2009_005204,3.24,train
8626,8626,2010_003156,3.24,train
4086,4086,2008_008275,3.24,train
3919,3919,2008_007928,3.24,train
7827,7827,2010_001553,3.24,train
8732,8732,2010_003367,3.24,train
8042,8042,2010_001987,3.24,train
9454,9454,2010_004824,3.24,train
9364,9364,2010_004646,3.24,train
11269,11269,2011_002636,3.24,train
5791,5791,2009_002833,3.24,train
5053,5053,2009_001388,3.24,train
6973,6973,2009_005154,3.24,train
6966,6966,2009_005145,3.24,train
5535,5535,2009_002338,3.24,train
10440,10440,2011_000765,3.24,train
11151,11151,2011_002384,3.24,train
8485,8485,2010_002868,3.24,train
3829,3829,2008_007749,3.24,train
11152,11152,2011_002385,3.24,train
7804,7804,2010_001514,3.24,train
10197,10197,2011_000219,3.24,train
9781,9781,2010_005471,3.24,train
8686,8686,2010_003274,3.24,train
6311,6311,2009_003840,3.24,train
7469,7469,2010_000829,3.24,train
6331,6331,2009_003888,3.24,train
10793,10793,2011_001591,3.24,train
2198,2198,2008_004452,3.24,train
7261,7261,2010_000420,3.24,train
9183,9183,2010_004279,3.24,train
11083,11083,2011_002218,3.24,train
5776,5776,2009_002800,3.24,train
8226,8226,2010_002368,3.24,train
5856,5856,2009_002967,3.24,train
2923,2923,2008_005905,3.24,train
3566,3566,2008_007217,3.24,train
2771,2771,2008_005609,3.24,train
3607,3607,2008_007293,3.24,train
3874,3874,2008_007839,3.24,train
7408,7408,2010_000711,3.24,train
6242,6242,2009_003707,3.24,train
10224,10224,2011_000276,3.24,train
5872,5872,2009_002993,3.24,train
4270,4270,2008_008642,3.24,train
8964,8964,2010_003854,3.24,train
5124,5124,2009_001534,3.24,train
5129,5129,2009_001539,3.24,train
969,969,2008_001958,3.24,train
2168,2168,2008_004398,3.24,train
10141,10141,2011_000077,3.24,train
11182,11182,2011_002448,3.24,train
7213,7213,2010_000321,3.24,train
10935,10935,2011_001886,3.24,train
8079,8079,2010_002058,3.24,train
9328,9328,2010_004570,3.24,train
4677,4677,2009_000675,3.24,train
8439,8439,2010_002783,3.24,train
1913,1913,2008_003870,3.24,train
8566,8566,2010_003040,3.24,train
2342,2342,2008_004719,3.24,train
6011,6011,2009_003262,3.24,train
3332,3332,2008_006746,3.24,train
7887,7887,2010_001679,3.24,train
9866,9866,2010_005626,3.24,train
3792,3792,2008_007682,3.24,train
7304,7304,2010_000498,3.24,train
7923,7923,2010_001749,3.24,train
10384,10384,2011_000627,3.24,train
10780,10780,2011_001549,3.24,train
10710,10710,2011_001375,3.24,train
6096,6096,2009_003433,3.24,train
4601,4601,2009_000532,3.24,train
3284,3284,2008_006642,3.24,train
8942,8942,2010_003804,3.24,train
9818,9818,2010_005538,3.24,train
4922,4922,2009_001138,3.24,train
6596,6596,2009_004406,3.24,train
7866,7866,2010_001636,3.24,train
2048,2048,2008_004137,3.24,train
7366,7366,2010_000630,3.24,train
11068,11068,2011_002169,3.24,train
3655,3655,2008_007398,3.24,train
8156,8156,2010_002219,3.24,train
3288,3288,2008_006650,3.24,train
3186,3186,2008_006433,3.24,train
5226,5226,2009_001735,3.24,train
10881,10881,2011_001771,3.24,train
7136,7136,2010_000170,3.24,train
5117,5117,2009_001516,3.24,train
9034,9034,2010_003996,3.24,train
9666,9666,2010_005242,3.24,train
3970,3970,2008_008028,3.24,train
5275,5275,2009_001822,3.24,train
2023,2023,2008_004090,3.24,train
10555,10555,2011_001028,3.24,train
11319,11319,2011_002767,3.24,train
7295,7295,2010_000483,3.24,train
8602,8602,2010_003112,3.24,train
5956,5956,2009_003147,3.24,train
4011,4011,2008_008116,3.24,train
3640,3640,2008_007363,3.240329,train
9669,9669,2010_005246,3.240386,train
3816,3816,2008_007729,3.2403880000000003,train
7446,7446,2010_000785,3.240605,train
9850,9850,2010_005595,3.240806,train
5767,5767,2009_002780,3.240935,train
3071,3071,2008_006210,3.24102,train
5918,5918,2009_003080,3.241097,train
4074,4074,2008_008247,3.241161,train
6010,6010,2009_003261,3.241506,train
9972,9972,2010_005837,3.241585,train
4604,4604,2009_000539,3.241725,train
5354,5354,2009_001977,3.241884,train
5619,5619,2009_002512,3.2419130000000003,train
5972,5972,2009_003183,3.242424,train
754,754,2008_001536,3.242491,train
5081,5081,2009_001443,3.242582,train
9691,9691,2010_005292,3.242589,train
11452,11452,2011_003059,3.242601,train
6903,6903,2009_005019,3.242818,train
2667,2667,2008_005382,3.24287,train
8317,8317,2010_002542,3.2429360000000003,train
11206,11206,2011_002503,3.243129,train
3553,3553,2008_007189,3.243259,train
2220,2220,2008_004493,3.243408,train
3908,3908,2008_007907,3.243493,train
6732,6732,2009_004679,3.243705,train
6417,6417,2009_004073,3.243932,train
4100,4100,2008_008302,3.244203,train
10506,10506,2011_000920,3.244301,train
9384,9384,2010_004683,3.2443150000000003,train
8529,8529,2010_002960,3.244509,train
1504,1504,2008_003052,3.2445470000000003,train
6796,6796,2009_004805,3.244549,train
10411,10411,2011_000688,3.244562,train
11528,11528,2011_003255,3.244568,train
4534,4534,2009_000408,3.244748,train
8267,8267,2010_002445,3.244826,train
6828,6828,2009_004871,3.245,train
9992,9992,2010_005876,3.245,train
7564,7564,2010_001023,3.245,train
10283,10283,2011_000408,3.245142,train
2408,2408,2008_004862,3.245231,train
1125,1125,2008_002273,3.245231,train
7467,7467,2010_000827,3.245237,train
2683,2683,2008_005417,3.245276,train
8167,8167,2010_002242,3.245336,train
3164,3164,2008_006390,3.245501,train
7300,7300,2010_000492,3.245651,train
16,16,2008_000037,3.245931,train
5438,5438,2009_002146,3.246059,train
6241,6241,2009_003705,3.246294,train
8537,8537,2010_002979,3.2466150000000003,train
7222,7222,2010_000337,3.246694,train
9846,9846,2010_005591,3.246868,train
5293,5293,2009_001852,3.246906,train
4392,4392,2009_000119,3.247004,train
2433,2433,2008_004914,3.247486,train
10053,10053,2010_005987,3.247749,train
8482,8482,2010_002860,3.247867,train
5740,5740,2009_002732,3.247902,train
9071,9071,2010_004062,3.247955,train
5246,5246,2009_001770,3.248012,train
7495,7495,2010_000887,3.248084,train
10220,10220,2011_000267,3.248133,train
5189,5189,2009_001663,3.2481560000000003,train
8550,8550,2010_003010,3.248211,train
5103,5103,2009_001481,3.248301,train
11503,11503,2011_003188,3.248746,train
9619,9619,2010_005147,3.249005,train
68,68,2008_000142,3.249093,train
8771,8771,2010_003451,3.249477,train
9210,9210,2010_004335,3.249502,train
1000,1000,2008_002021,3.249831,train
5416,5416,2009_002110,3.249996,train
2988,2988,2008_006042,3.25,train
6916,6916,2009_005045,3.25,train
6395,6395,2009_004022,3.25,train
7064,7064,2010_000027,3.25,train
6810,6810,2009_004834,3.25,train
6435,6435,2009_004102,3.25,train
9198,9198,2010_004307,3.25,train
7167,7167,2010_000233,3.25,train
4321,4321,2008_008751,3.25,train
9075,9075,2010_004066,3.25,train
7307,7307,2010_000503,3.25,train
2856,2856,2008_005768,3.25,train
4202,4202,2008_008511,3.25,train
11188,11188,2011_002460,3.25,train
10305,10305,2011_000454,3.25,train
11279,11279,2011_002657,3.25,train
11121,11121,2011_002298,3.25,train
3036,3036,2008_006133,3.25,train
6595,6595,2009_004404,3.25,train
9927,9927,2010_005750,3.25,train
10529,10529,2011_000981,3.25,train
6615,6615,2009_004445,3.25,train
9107,9107,2010_004130,3.25,train
7004,7004,2009_005215,3.25,train
6312,6312,2009_003843,3.25,train
9151,9151,2010_004216,3.25,train
2883,2883,2008_005831,3.25,train
9298,9298,2010_004511,3.25,train
3050,3050,2008_006163,3.25,train
7389,7389,2010_000678,3.25,train
9139,9139,2010_004191,3.25,train
6271,6271,2009_003765,3.25,train
7425,7425,2010_000740,3.25,train
7694,7694,2010_001287,3.25,train
9600,9600,2010_005109,3.25,train
2439,2439,2008_004930,3.25,train
11339,11339,2011_002812,3.25,train
7674,7674,2010_001247,3.25,train
10405,10405,2011_000675,3.25,train
5235,5235,2009_001750,3.25,train
7647,7647,2010_001192,3.25,train
8326,8326,2010_002562,3.25,train
4410,4410,2009_000149,3.25,train
9019,9019,2010_003958,3.25,train
9783,9783,2010_005474,3.25,train
8353,8353,2010_002618,3.25,train
7620,7620,2010_001134,3.25,train
5171,5171,2009_001625,3.25,train
8803,8803,2010_003520,3.25,train
11057,11057,2011_002147,3.25,train
8426,8426,2010_002759,3.25,train
2512,2512,2008_005080,3.25,train
8458,8458,2010_002817,3.25,train
2428,2428,2008_004904,3.25,train
9971,9971,2010_005836,3.25,train
6048,6048,2009_003343,3.25,train
6063,6063,2009_003369,3.25,train
9682,9682,2010_005273,3.25,train
5033,5033,2009_001355,3.25,train
1602,1602,2008_003252,3.25,train
10861,10861,2011_001727,3.25,train
4663,4663,2009_000642,3.25,train
10562,10562,2011_001036,3.25,train
10365,10365,2011_000575,3.25,train
8257,8257,2010_002424,3.25,train
4568,4568,2009_000469,3.25,train
2722,2722,2008_005505,3.25,train
5629,5629,2009_002525,3.25,train
10470,10470,2011_000829,3.25,train
8946,8946,2010_003811,3.25,train
11386,11386,2011_002929,3.25,train
10207,10207,2011_000234,3.25,train
4012,4012,2008_008120,3.25,train
9822,9822,2010_005546,3.25,train
2699,2699,2008_005451,3.25,train
5716,5716,2009_002683,3.25,train
9490,9490,2010_004901,3.25,train
11368,11368,2011_002884,3.25,train
3781,3781,2008_007661,3.25,train
8024,8024,2010_001954,3.25,train
918,918,2008_001850,3.25,train
9545,9545,2010_005002,3.25,train
3987,3987,2008_008069,3.25,train
10218,10218,2011_000257,3.25,train
5539,5539,2009_002348,3.25,train
4456,4456,2009_000242,3.25,train
10936,10936,2011_001889,3.25,train
3260,3260,2008_006602,3.25,train
3340,3340,2008_006761,3.25,train
4532,4532,2009_000402,3.25,train
10775,10775,2011_001542,3.25,train
8132,8132,2010_002177,3.25,train
10095,10095,2010_006073,3.25,train
9832,9832,2010_005567,3.25,train
10007,10007,2010_005901,3.25,train
3942,3942,2008_007970,3.25,train
5549,5549,2009_002371,3.25,train
7558,7558,2010_001012,3.25,train
7636,7636,2010_001172,3.25,train
4805,4805,2009_000923,3.25,train
11518,11518,2011_003232,3.25,train
9747,9747,2010_005405,3.25,train
11318,11318,2011_002766,3.25,train
6225,6225,2009_003677,3.25,train
2555,2555,2008_005171,3.25,train
11091,11091,2011_002234,3.25,train
6256,6256,2009_003734,3.25,train
10246,10246,2011_000319,3.25,train
10115,10115,2011_000030,3.25,train
10079,10079,2010_006037,3.25,train
55,55,2008_000115,3.25,train
8700,8700,2010_003300,3.25,train
10836,10836,2011_001673,3.25,train
10142,10142,2011_000082,3.25,train
2570,2570,2008_005197,3.25,train
10850,10850,2011_001708,3.25,train
3849,3849,2008_007789,3.25,train
10614,10614,2011_001158,3.25,train
10849,10849,2011_001707,3.25,train
6106,6106,2009_003454,3.25,train
6108,6108,2009_003456,3.25,train
10807,10807,2011_001613,3.25,train
4953,4953,2009_001201,3.25,train
5822,5822,2009_002893,3.250142,train
10651,10651,2011_001251,3.250396,train
7314,7314,2010_000519,3.250422,train
8592,8592,2010_003093,3.250715,train
6496,6496,2009_004202,3.250762,train
1670,1670,2008_003393,3.2508,train
7918,7918,2010_001743,3.250907,train
36,36,2008_000075,3.250914,train
8956,8956,2010_003826,3.250916,train
2827,2827,2008_005707,3.251019,train
7628,7628,2010_001151,3.251049,train
3561,3561,2008_007207,3.251119,train
10574,10574,2011_001066,3.251151,train
10627,10627,2011_001189,3.251221,train
4881,4881,2009_001069,3.251236,train
2769,2769,2008_005603,3.251268,train
2193,2193,2008_004439,3.251602,train
9485,9485,2010_004890,3.251981,train
10447,10447,2011_000774,3.251994,train
8358,8358,2010_002625,3.252068,train
4670,4670,2009_000661,3.252088,train
3174,3174,2008_006409,3.252277,train
9247,9247,2010_004404,3.252374,train
10927,10927,2011_001872,3.252437,train
4703,4703,2009_000723,3.252453,train
2149,2149,2008_004358,3.252586,train
4717,4717,2009_000746,3.252616,train
6716,6716,2009_004647,3.252902,train
2581,2581,2008_005218,3.252936,train
1611,1611,2008_003270,3.253007,train
2939,2939,2008_005937,3.2531060000000003,train
5731,5731,2009_002712,3.253144,train
8373,8373,2010_002656,3.253161,train
3096,3096,2008_006254,3.253355,train
978,978,2008_001978,3.2534400000000003,train
4923,4923,2009_001139,3.253552,train
248,248,2008_000499,3.253651,train
5364,5364,2009_002000,3.25371,train
58,58,2008_000120,3.253889,train
9460,9460,2010_004831,3.254324,train
1334,1334,2008_002705,3.254527,train
10056,10056,2010_005993,3.254718,train
519,519,2008_001054,3.254784,train
646,646,2008_001320,3.255027,train
7444,7444,2010_000778,3.2550790000000003,train
6263,6263,2009_003751,3.255229,train
687,687,2008_001404,3.255249,train
10396,10396,2011_000652,3.25535,train
9804,9804,2010_005512,3.255426,train
10573,10573,2011_001064,3.25547,train
10768,10768,2011_001532,3.255516,train
7242,7242,2010_000382,3.255607,train
10054,10054,2010_005991,3.255909,train
9716,9716,2010_005346,3.256257,train
864,864,2008_001750,3.256314,train
2468,2468,2008_004983,3.256325,train
3047,3047,2008_006154,3.256467,train
2483,2483,2008_005015,3.25664,train
7250,7250,2010_000394,3.256718,train
10583,10583,2011_001086,3.256721,train
3858,3858,2008_007811,3.257397,train
1304,1304,2008_002648,3.25762,train
11211,11211,2011_002511,3.257684,train
7988,7988,2010_001870,3.257747,train
11502,11502,2011_003187,3.257761,train
11317,11317,2011_002765,3.2578720000000003,train
8524,8524,2010_002948,3.257928,train
6121,6121,2009_003482,3.257928,train
9174,9174,2010_004257,3.258112,train
317,317,2008_000647,3.258439,train
9042,9042,2010_004010,3.2585580000000003,train
10324,10324,2011_000492,3.258571,train
11110,11110,2011_002273,3.259035,train
7512,7512,2010_000922,3.259148,train
7427,7427,2010_000744,3.259256,train
4914,4914,2009_001124,3.2593,train
9369,9369,2010_004659,3.259481,train
2105,2105,2008_004274,3.259577,train
219,219,2008_000443,3.259653,train
2019,2019,2008_004081,3.259663,train
10856,10856,2011_001716,3.2598700000000003,train
180,180,2008_000367,3.259873,train
791,791,2008_001610,3.259954,train
6619,6619,2009_004451,3.26,train
11481,11481,2011_003148,3.26,train
8371,8371,2010_002653,3.26,train
8378,8378,2010_002665,3.26,train
3565,3565,2008_007216,3.26,train
6566,6566,2009_004338,3.26,train
10964,10964,2011_001945,3.26,train
10576,10576,2011_001071,3.26,train
10162,10162,2011_000128,3.26,train
9904,9904,2010_005706,3.26,train
11148,11148,2011_002379,3.26,train
1951,1951,2008_003947,3.26,train
2618,2618,2008_005295,3.26,train
4788,4788,2009_000890,3.26,train
5115,5115,2009_001509,3.26,train
8917,8917,2010_003752,3.26,train
10419,10419,2011_000709,3.26,train
8678,8678,2010_003256,3.26,train
9989,9989,2010_005871,3.26,train
6746,6746,2009_004710,3.26,train
9677,9677,2010_005264,3.26,train
10108,10108,2011_000012,3.26,train
11380,11380,2011_002917,3.26,train
10873,10873,2011_001754,3.26,train
11191,11191,2011_002463,3.26,train
4650,4650,2009_000624,3.26,train
5641,5641,2009_002549,3.26,train
8544,8544,2010_002991,3.26,train
8424,8424,2010_002754,3.26,train
9751,9751,2010_005410,3.26,train
7053,7053,2010_000001,3.26,train
2464,2464,2008_004977,3.26,train
9560,9560,2010_005031,3.26,train
10132,10132,2011_000061,3.26,train
10726,10726,2011_001412,3.26,train
10128,10128,2011_000054,3.26,train
10194,10194,2011_000213,3.26,train
3955,3955,2008_007997,3.26,train
11406,11406,2011_002967,3.26,train
8159,8159,2010_002223,3.26,train
6641,6641,2009_004501,3.26,train
9259,9259,2010_004431,3.26,train
5371,5371,2009_002011,3.26,train
10068,10068,2010_006015,3.26,train
8202,8202,2010_002318,3.26,train
5333,5333,2009_001933,3.26,train
11161,11161,2011_002396,3.26,train
8268,8268,2010_002446,3.26,train
8902,8902,2010_003725,3.26,train
1180,1180,2008_002389,3.26,train
11248,11248,2011_002588,3.26,train
8909,8909,2010_003736,3.26,train
3556,3556,2008_007195,3.26,train
9605,9605,2010_005118,3.26,train
6823,6823,2009_004859,3.26,train
7075,7075,2010_000053,3.26,train
3411,3411,2008_006902,3.26,train
4593,4593,2009_000516,3.26,train
5237,5237,2009_001752,3.26,train
6920,6920,2009_005057,3.26,train
6812,6812,2009_004839,3.26,train
10581,10581,2011_001082,3.26,train
8860,8860,2010_003640,3.26,train
8041,8041,2010_001986,3.26,train
9418,9418,2010_004757,3.26,train
5944,5944,2009_003127,3.26,train
11280,11280,2011_002658,3.26,train
4054,4054,2008_008211,3.26,train
10272,10272,2011_000385,3.26,train
7700,7700,2010_001294,3.26,train
3077,3077,2008_006219,3.26,train
3078,3078,2008_006220,3.26,train
6447,6447,2009_004124,3.26,train
10327,10327,2011_000498,3.26,train
8994,8994,2010_003912,3.26,train
9978,9978,2010_005847,3.26,train
7256,7256,2010_000409,3.26,train
7744,7744,2010_001394,3.26,train
10735,10735,2011_001441,3.26,train
7253,7253,2010_000401,3.26,train
5854,5854,2009_002961,3.26,train
4460,4460,2009_000249,3.26,train
5774,5774,2009_002798,3.26,train
6490,6490,2009_004191,3.26,train
7657,7657,2010_001212,3.26,train
5968,5968,2009_003172,3.26,train
5979,5979,2009_003196,3.26,train
4063,4063,2008_008227,3.26,train
9078,9078,2010_004071,3.26,train
3152,3152,2008_006366,3.26,train
6155,6155,2009_003540,3.26,train
11118,11118,2011_002292,3.26,train
9043,9043,2010_004011,3.26,train
6136,6136,2009_003509,3.26,train
1094,1094,2008_002210,3.26,train
5681,5681,2009_002615,3.26,train
6110,6110,2009_003458,3.26,train
6095,6095,2009_003431,3.26,train
5694,5694,2009_002638,3.26,train
4071,4071,2008_008241,3.26,train
7596,7596,2010_001099,3.26,train
7338,7338,2010_000568,3.26,train
6023,6023,2009_003284,3.26,train
9031,9031,2010_003988,3.26,train
10535,10535,2011_000991,3.26,train
3661,3661,2008_007415,3.26,train
7567,7567,2010_001030,3.26,train
6591,6591,2009_004397,3.260044,train
5771,5771,2009_002790,3.260073,train
9036,9036,2010_004002,3.2603470000000003,train
3286,3286,2008_006646,3.260406,train
8716,8716,2010_003335,3.2604450000000003,train
6034,6034,2009_003309,3.260512,train
8344,8344,2010_002597,3.260556,train
10116,10116,2011_000034,3.260652,train
11213,11213,2011_002515,3.260672,train
10587,10587,2011_001100,3.260767,train
10156,10156,2011_000109,3.2609220000000003,train
9729,9729,2010_005374,3.260933,train
10021,10021,2010_005932,3.260951,train
5006,5006,2009_001306,3.261,train
9629,9629,2010_005166,3.2610240000000004,train
3610,3610,2008_007305,3.261082,train
751,751,2008_001531,3.261105,train
855,855,2008_001731,3.261176,train
8143,8143,2010_002194,3.261241,train
5858,5858,2009_002971,3.261298,train
6347,6347,2009_003914,3.261307,train
4940,4940,2009_001177,3.261332,train
10026,10026,2010_005938,3.2616810000000003,train
837,837,2008_001702,3.261695,train
6031,6031,2009_003301,3.262057,train
6570,6570,2009_004347,3.262251,train
7272,7272,2010_000442,3.262274,train
4686,4686,2009_000690,3.262372,train
5409,5409,2009_002097,3.262408,train
10607,10607,2011_001139,3.262413,train
720,720,2008_001464,3.262676,train
1005,1005,2008_002033,3.2627490000000003,train
3958,3958,2008_008001,3.263048,train
563,563,2008_001139,3.263126,train
383,383,2008_000780,3.263161,train
603,603,2008_001221,3.2632790000000003,train
5722,5722,2009_002695,3.2633080000000003,train
174,174,2008_000356,3.263852,train
2604,2604,2008_005261,3.263974,train
10362,10362,2011_000569,3.264025,train
5075,5075,2009_001431,3.264391,train
911,911,2008_001837,3.264723,train
6769,6769,2009_004759,3.265,train
9644,9644,2010_005198,3.265053,train
215,215,2008_000435,3.265085,train
6308,6308,2009_003836,3.265211,train
5715,5715,2009_002681,3.265339,train
3894,3894,2008_007877,3.265466,train
2206,2206,2008_004464,3.265557,train
11325,11325,2011_002780,3.265964,train
8210,8210,2010_002336,3.266082,train
7980,7980,2010_001857,3.266148,train
7603,7603,2010_001109,3.266209,train
9233,9233,2010_004368,3.266266,train
8336,8336,2010_002580,3.266366,train
23,23,2008_000052,3.266562,train
4177,4177,2008_008453,3.266563,train
2278,2278,2008_004606,3.2666880000000003,train
10993,10993,2011_002005,3.2667900000000003,train
662,662,2008_001356,3.266872,train
6767,6767,2009_004756,3.2669490000000003,train
8300,8300,2010_002510,3.266977,train
6012,6012,2009_003265,3.2672630000000003,train
1865,1865,2008_003777,3.267675,train
7396,7396,2010_000688,3.267684,train
1159,1159,2008_002347,3.267914,train
2950,2950,2008_005964,3.26797,train
1045,1045,2008_002117,3.2685310000000003,train
2225,2225,2008_004502,3.268577,train
10512,10512,2011_000934,3.268639,train
474,474,2008_000957,3.268646,train
11345,11345,2011_002826,3.268678,train
7640,7640,2010_001179,3.26874,train
4404,4404,2009_000137,3.26921,train
4405,4405,2009_000140,3.269241,train
7014,7014,2009_005231,3.26937,train
11215,11215,2011_002519,3.269409,train
2412,2412,2008_004872,3.269577,train
3256,3256,2008_006591,3.269733,train
6856,6856,2009_004922,3.269795,train
3624,3624,2008_007332,3.269803,train
4391,4391,2009_000109,3.269859,train
1673,1673,2008_003402,3.269963,train
10147,10147,2011_000090,3.269971,train
11505,11505,2011_003194,3.27,train
4644,4644,2009_000608,3.27,train
6040,6040,2009_003317,3.27,train
10501,10501,2011_000908,3.27,train
5781,5781,2009_002809,3.27,train
4893,4893,2009_001091,3.27,train
6621,6621,2009_004453,3.27,train
10956,10956,2011_001929,3.27,train
10080,10080,2010_006040,3.27,train
9887,9887,2010_005666,3.27,train
3539,3539,2008_007165,3.27,train
10757,10757,2011_001510,3.27,train
1822,1822,2008_003694,3.27,train
2615,2615,2008_005283,3.27,train
6907,6907,2009_005031,3.27,train
9849,9849,2010_005594,3.27,train
5601,5601,2009_002460,3.27,train
2945,2945,2008_005956,3.27,train
2731,2731,2008_005522,3.27,train
6035,6035,2009_003310,3.27,train
10580,10580,2011_001081,3.27,train
3188,3188,2008_006436,3.27,train
6461,6461,2009_004150,3.27,train
3115,3115,2008_006290,3.27,train
9718,9718,2010_005350,3.27,train
6119,6119,2009_003476,3.27,train
5486,5486,2009_002238,3.27,train
3664,3664,2008_007423,3.27,train
2969,2969,2008_006004,3.27,train
6365,6365,2009_003961,3.27,train
8965,8965,2010_003855,3.27,train
10471,10471,2011_000830,3.27,train
11079,11079,2011_002193,3.27,train
5630,5630,2009_002527,3.27,train
10114,10114,2011_000028,3.27,train
11292,11292,2011_002694,3.27,train
4660,4660,2009_000637,3.27,train
10149,10149,2011_000095,3.27,train
5464,5464,2009_002202,3.27,train
10109,10109,2011_000016,3.27,train
9038,9038,2010_004006,3.27,train
10550,10550,2011_001020,3.27,train
6073,6073,2009_003383,3.27,train
6757,6757,2009_004732,3.27,train
9961,9961,2010_005820,3.27,train
4140,4140,2008_008376,3.27,train
11323,11323,2011_002776,3.27,train
8728,8728,2010_003361,3.27,train
5524,5524,2009_002314,3.27,train
6234,6234,2009_003695,3.27,train
8182,8182,2010_002276,3.27,train
8679,8679,2010_003257,3.27,train
1989,1989,2008_004018,3.27,train
5948,5948,2009_003132,3.27,train
11162,11162,2011_002397,3.27,train
11029,11029,2011_002093,3.27,train
5917,5917,2009_003078,3.27,train
9197,9197,2010_004306,3.27,train
3841,3841,2008_007770,3.27,train
9005,9005,2010_003937,3.27,train
11051,11051,2011_002134,3.27,train
10166,10166,2011_000138,3.27,train
10709,10709,2011_001373,3.27,train
10707,10707,2011_001369,3.27,train
9789,9789,2010_005489,3.27,train
6220,6220,2009_003666,3.27,train
9743,9743,2010_005398,3.27,train
4707,4707,2009_000727,3.27,train
3656,3656,2008_007402,3.27,train
5392,5392,2009_002060,3.27,train
10178,10178,2011_000173,3.27,train
9541,9541,2010_004995,3.27,train
8824,8824,2010_003560,3.27,train
9779,9779,2010_005467,3.27,train
9356,9356,2010_004628,3.27,train
3823,3823,2008_007739,3.27,train
7208,7208,2010_000312,3.27,train
5756,5756,2009_002762,3.27,train
8046,8046,2010_001994,3.27,train
3380,3380,2008_006835,3.27,train
4393,4393,2009_000120,3.270021,train
8628,8628,2010_003159,3.270385,train
1901,1901,2008_003844,3.27057,train
8526,8526,2010_002955,3.270698,train
5336,5336,2009_001940,3.270711,train
2481,2481,2008_005010,3.271645,train
2593,2593,2008_005245,3.271901,train
817,817,2008_001661,3.2719270000000003,train
10800,10800,2011_001602,3.272211,train
8915,8915,2010_003746,3.2725,train
6175,6175,2009_003576,3.272544,train
3814,3814,2008_007724,3.272911,train
2874,2874,2008_005810,3.272914,train
10700,10700,2011_001346,3.273034,train
145,145,2008_000290,3.2731630000000003,train
8756,8756,2010_003409,3.273274,train
2716,2716,2008_005496,3.2732810000000003,train
8791,8791,2010_003493,3.273329,train
9686,9686,2010_005277,3.273889,train
2822,2822,2008_005701,3.274048,train
2224,2224,2008_004501,3.274342,train
939,939,2008_001894,3.274375,train
3208,3208,2008_006487,3.274637,train
6726,6726,2009_004667,3.274757,train
6827,6827,2009_004869,3.275,train
4312,4312,2008_008726,3.275015,train
7056,7056,2010_000009,3.275078,train
11108,11108,2011_002270,3.275169,train
10425,10425,2011_000730,3.275323,train
6025,6025,2009_003288,3.275368,train
10428,10428,2011_000743,3.275371,train
8457,8457,2010_002816,3.275416,train
7967,7967,2010_001837,3.275453,train
2322,2322,2008_004684,3.275575,train
6392,6392,2009_004019,3.275853,train
9209,9209,2010_004333,3.275896,train
8303,8303,2010_002516,3.275901,train
3917,3917,2008_007922,3.275996,train
10249,10249,2011_000322,3.276103,train
9060,9060,2010_004043,3.276289,train
8898,8898,2010_003719,3.276377,train
1606,1606,2008_003263,3.276585,train
7478,7478,2010_000849,3.276688,train
6488,6488,2009_004187,3.276825,train
7462,7462,2010_000811,3.276928,train
9755,9755,2010_005417,3.277165,train
11405,11405,2011_002966,3.277197,train
2213,2213,2008_004479,3.277215,train
40,40,2008_000082,3.277338,train
4379,4379,2009_000088,3.2775550000000004,train
7507,7507,2010_000912,3.277596,train
