,img,difficulty_score,split
6149,2009_003531,2.99,train
6150,2009_003533,2.85,train
6151,2009_003534,3.15,val
6152,2009_003537,3.1867650000000003,val
6153,2009_003538,3.3030690000000003,train
6154,2009_003539,3.04,val
6155,2009_003540,3.26,test
6156,2009_003541,3.033983,train
6157,2009_003542,3.05,train
6158,2009_003543,3.088017,train
6159,2009_003544,3.22,val
6160,2009_003545,3.41,test
6161,2009_003546,3.09,train
6162,2009_003549,3.18,test
6163,2009_003551,3.187817,train
6164,2009_003554,3.34,val
6165,2009_003555,3.21,train
6166,2009_003560,3.36,test
6167,2009_003562,2.883577,val
6168,2009_003563,3.02159,test
6169,2009_003564,3.153476,train
6170,2009_003565,3.057888,train
6171,2009_003566,3.661779,train
6172,2009_003569,3.702608,test
6173,2009_003571,3.52,test
6174,2009_003572,3.04,train
6175,2009_003576,3.272544,test
6176,2009_003577,3.53,train
6177,2009_003581,3.15,val
6178,2009_003583,3.12,val
6179,2009_003588,2.994225,train
6180,2009_003589,3.13207,train
6181,2009_003592,3.4609910000000004,train
6182,2009_003594,3.29,val
6183,2009_003598,3.084244,train
6184,2009_003600,3.32,train
6185,2009_003601,2.666824,train
6186,2009_003605,3.08,train
6187,2009_003606,3.002847,test
6188,2009_003607,3.178893,val
6189,2009_003608,2.73,train
6190,2009_003609,2.951135,train
6191,2009_003612,3.13,test
6192,2009_003613,3.17,train
6193,2009_003614,3.21,train
6194,2009_003618,3.35,train
6195,2009_003624,3.090268,train
6196,2009_003626,2.93,train
6197,2009_003627,3.04,test
6198,2009_003629,2.87,val
6199,2009_003633,3.35,val
6200,2009_003634,3.11,val
6201,2009_003635,2.76,train
6202,2009_003636,3.56,train
6203,2009_003637,3.06,train
6204,2009_003638,3.205809,train
6205,2009_003639,3.4883379999999997,train
6206,2009_003640,3.029903,train
6207,2009_003642,4.889575,test
6208,2009_003644,2.83,val
6209,2009_003646,4.411348,train
6210,2009_003647,2.940477,test
6211,2009_003650,3.693887,val
6212,2009_003652,4.417206,train
6213,2009_003654,3.3961309999999996,train
6214,2009_003655,2.7778110000000003,train
6215,2009_003656,3.860447,train
6216,2009_003657,3.3942349999999997,train
6217,2009_003660,3.11,val
6218,2009_003663,3.22,train
6219,2009_003664,3.01,train
6220,2009_003666,3.27,val
6221,2009_003667,2.828634,train
6222,2009_003668,3.204285,train
6223,2009_003669,3.45,val
6224,2009_003671,3.313039,val
6225,2009_003677,3.25,train
6226,2009_003679,2.8494040000000003,val
6227,2009_003683,3.187924,train
6228,2009_003685,2.788333,test
6229,2009_003686,2.871276,val
6230,2009_003688,3.82,train
6231,2009_003689,3.440446,val
6232,2009_003690,3.31,train
6233,2009_003694,2.965752,train
6234,2009_003695,3.27,train
6235,2009_003696,2.857166,train
6236,2009_003697,3.18,test
6237,2009_003698,2.77,test
6238,2009_003702,2.97,train
6239,2009_003703,3.13,train
6240,2009_003704,2.93,test
6241,2009_003705,3.246294,val
6242,2009_003707,3.24,train
6243,2009_003708,3.06,train
6244,2009_003709,3.345713,train
6245,2009_003710,3.355225,train
6246,2009_003711,3.15,train
6247,2009_003713,2.918382,val
6248,2009_003714,2.82,train
6249,2009_003717,3.2217290000000003,train
6250,2009_003718,3.07,test
6251,2009_003720,3.7983050000000005,train
6252,2009_003722,3.38,test
6253,2009_003725,3.5913489999999997,train
6254,2009_003726,3.2866160000000004,val
6255,2009_003732,3.450697,val
6256,2009_003734,3.25,train
6257,2009_003735,3.11,train
6258,2009_003736,3.12,train
6259,2009_003738,3.34,test
6260,2009_003739,3.37,train
6261,2009_003743,3.237405,train
6262,2009_003747,3.2871029999999997,test
6263,2009_003751,3.255229,test
6264,2009_003752,4.128419,train
6265,2009_003753,3.120916,val
6266,2009_003756,3.39,val
6267,2009_003757,3.3743199999999995,val
6268,2009_003758,3.968633,val
6269,2009_003759,3.354308,test
6270,2009_003760,3.022264,train
6271,2009_003765,3.25,val
6272,2009_003768,3.072075,train
6273,2009_003771,2.928366,train
6274,2009_003773,2.98,train
6275,2009_003775,2.89,train
6276,2009_003776,6.864611999999999,train
6277,2009_003781,3.57,val
6278,2009_003783,2.947126,train
6279,2009_003784,3.133698,val
6280,2009_003785,3.19,train
6281,2009_003786,3.32,train
6282,2009_003790,3.3283169999999997,train
6283,2009_003793,3.206274,val
6284,2009_003795,3.68,train
6285,2009_003799,3.47,train
6286,2009_003800,3.07,test
6287,2009_003801,3.82,test
6288,2009_003802,3.54,test
6289,2009_003804,3.013117,train
6290,2009_003805,3.02,val
6291,2009_003806,2.96,train
6292,2009_003808,3.902261,train
6293,2009_003810,3.564439,train
6294,2009_003813,2.81,train
6295,2009_003814,3.181444,test
6296,2009_003815,2.896754,test
6297,2009_003816,3.13,train
6298,2009_003818,2.9986509999999997,test
6299,2009_003819,4.470477,test
6300,2009_003820,2.91,val
6301,2009_003821,3.476475,test
6302,2009_003822,3.171158,train
6303,2009_003825,3.03,test
6304,2009_003827,3.022624,train
6305,2009_003829,3.17,val
6306,2009_003832,3.15787,test
6307,2009_003835,3.5953239999999997,test
6308,2009_003836,3.265211,test
6309,2009_003837,3.080966,train
6310,2009_003838,3.31,val
6311,2009_003840,3.24,val
6312,2009_003843,3.25,val
6313,2009_003846,3.35,val
6314,2009_003847,3.43,val
6315,2009_003848,2.74,train
6316,2009_003849,3.21,val
6317,2009_003852,3.05,train
6318,2009_003855,3.18,train
6319,2009_003857,3.11,train
6320,2009_003858,3.0705240000000003,test
6321,2009_003860,3.181233,test
6322,2009_003863,3.13,val
6323,2009_003865,2.99,train
6324,2009_003867,3.8938080000000004,train
6325,2009_003870,2.78,train
6326,2009_003873,2.93,val
6327,2009_003874,5.371799,train
6328,2009_003879,3.2959669999999996,test
6329,2009_003883,3.377815,train
6330,2009_003884,4.362222,train
6331,2009_003888,3.24,val
6332,2009_003892,3.7530379999999997,train
6333,2009_003895,7.09,train
6334,2009_003896,4.04916,test
6335,2009_003897,2.965792,val
6336,2009_003899,3.867171,train
6337,2009_003900,3.0369610000000002,train
6338,2009_003901,3.100574,test
6339,2009_003902,4.204354,train
6340,2009_003903,3.17,test
6341,2009_003904,3.1,test
6342,2009_003905,4.5944910000000005,val
6343,2009_003908,3.28,train
6344,2009_003911,3.23,val
6345,2009_003912,3.074166,train
6346,2009_003913,2.8653,val
6347,2009_003914,3.261307,test
6348,2009_003916,3.45,train
6349,2009_003920,3.29,val
6350,2009_003921,3.36,train
6351,2009_003922,3.29,train
6352,2009_003928,3.23,val
6353,2009_003929,3.09,train
6354,2009_003933,2.982875,val
6355,2009_003936,3.22,train
6356,2009_003938,3.48,val
6357,2009_003942,3.653573,train
6358,2009_003944,3.34,test
6359,2009_003947,3.133003,test
6360,2009_003950,3.537517,test
6361,2009_003951,3.2144470000000003,train
6362,2009_003955,3.09,val
6363,2009_003956,3.11991,val
6364,2009_003958,2.73,test
6365,2009_003961,3.27,train
6366,2009_003962,3.19,val
6367,2009_003965,3.22,train
6368,2009_003966,5.16309,train
6369,2009_003969,4.354889,test
6370,2009_003971,3.109747,train
6371,2009_003973,3.68,test
6372,2009_003974,2.57,test
6373,2009_003975,3.03,test
6374,2009_003976,3.22,test
6375,2009_003977,3.31,val
6376,2009_003982,2.839155,val
6377,2009_003985,3.237921,train
6378,2009_003986,3.21,train
6379,2009_003991,3.204008,train
6380,2009_003992,3.39,train
6381,2009_003993,2.8944229999999997,train
6382,2009_003994,2.74,test
6383,2009_003995,3.6468629999999997,val
6384,2009_004001,3.3329050000000002,test
6385,2009_004002,3.17,test
6386,2009_004004,3.05,train
6387,2009_004005,2.869452,train
6388,2009_004007,3.337647,train
6389,2009_004012,3.48,train
6390,2009_004016,3.13,train
6391,2009_004018,3.5840389999999998,val
6392,2009_004019,3.2758529999999997,val
6393,2009_004020,3.5028610000000002,train
6394,2009_004021,3.0357819999999998,test
6395,2009_004022,3.25,test
6396,2009_004023,3.004156,val
6397,2009_004025,3.38,val
6398,2009_004031,3.02779,val
6399,2009_004032,3.49,train
6400,2009_004033,3.1360669999999997,train
6401,2009_004034,3.212961,test
6402,2009_004037,3.48,train
6403,2009_004038,3.19,train
6404,2009_004040,3.190856,train
6405,2009_004042,3.4815110000000002,test
6406,2009_004043,3.0254060000000003,train
6407,2009_004044,2.782568,train
6408,2009_004050,3.5111800000000004,train
6409,2009_004051,3.35,test
6410,2009_004052,3.42,train
6411,2009_004055,3.3492580000000003,test
6412,2009_004058,3.15,train
6413,2009_004062,3.222649,val
6414,2009_004069,3.36,train
6415,2009_004070,3.32,train
6416,2009_004072,3.38,test
6417,2009_004073,3.243932,train
6418,2009_004074,3.33,val
6419,2009_004075,3.18,train
6420,2009_004076,3.027358,train
6421,2009_004078,4.295488,train
6422,2009_004082,3.55,train
6423,2009_004083,3.051365,train
6424,2009_004084,2.821036,val
6425,2009_004085,3.18,train
6426,2009_004088,3.7665550000000003,test
6427,2009_004091,3.28,val
6428,2009_004092,3.34,train
6429,2009_004093,3.151799,test
6430,2009_004094,4.333080000000001,train
6431,2009_004095,3.31,test
6432,2009_004096,3.1352290000000003,train
6433,2009_004099,3.326863,train
6434,2009_004100,3.05,val
6435,2009_004102,3.25,test
6436,2009_004103,2.887443,val
6437,2009_004105,3.0283729999999998,test
6438,2009_004108,3.055607,train
6439,2009_004109,3.17,train
6440,2009_004111,2.92,train
6441,2009_004112,3.008501,val
6442,2009_004113,3.4316730000000004,train
6443,2009_004117,3.030909,train
6444,2009_004118,3.04419,test
6445,2009_004121,3.2822199999999997,test
6446,2009_004122,3.01,train
6447,2009_004124,3.26,val
6448,2009_004125,3.59,train
6449,2009_004126,3.193416,val
6450,2009_004128,3.31,train
6451,2009_004129,3.084248,train
6452,2009_004131,3.4113089999999997,val
6453,2009_004133,3.2847730000000004,val
6454,2009_004134,3.18,train
6455,2009_004138,4.147223,val
6456,2009_004139,3.238154,train
6457,2009_004140,3.5946059999999997,train
6458,2009_004141,3.1885830000000004,train
6459,2009_004142,3.032737,val
6460,2009_004148,3.3171839999999997,val
6461,2009_004150,3.27,train
6462,2009_004152,3.29,train
6463,2009_004153,3.048505,train
6464,2009_004154,4.19,test
6465,2009_004157,2.71,test
6466,2009_004159,3.432751,val
6467,2009_004161,3.15,test
6468,2009_004162,3.358459,val
6469,2009_004163,3.3457839999999996,train
6470,2009_004164,3.111904,val
6471,2009_004165,3.400083,train
6472,2009_004166,3.42,train
6473,2009_004168,7.648132,val
6474,2009_004169,3.32,val
6475,2009_004170,3.292018,train
6476,2009_004171,3.3606279999999997,test
6477,2009_004173,3.37,val
6478,2009_004174,3.16,train
6479,2009_004175,3.21,test
6480,2009_004176,3.364117,test
6481,2009_004177,3.46,train
6482,2009_004178,3.131129,test
6483,2009_004179,3.66,val
6484,2009_004180,3.39,test
6485,2009_004181,3.38,train
6486,2009_004183,3.060378,test
6487,2009_004186,2.9845,val
6488,2009_004187,3.276825,train
6489,2009_004188,3.51,train
6490,2009_004191,3.26,train
6491,2009_004193,3.31,test
6492,2009_004197,3.9002839999999996,test
6493,2009_004199,4.20352,train
6494,2009_004200,2.893967,test
6495,2009_004201,3.08,val
6496,2009_004202,3.250762,train
6497,2009_004203,2.937802,val
6498,2009_004205,3.21,train
6499,2009_004207,3.21,train
6500,2009_004210,3.143605,train
6501,2009_004211,3.171035,test
6502,2009_004212,3.14,test
6503,2009_004213,5.306925,test
6504,2009_004217,3.44,train
6505,2009_004218,3.039815,train
6506,2009_004221,3.5948589999999996,test
6507,2009_004222,3.055742,train
6508,2009_004224,3.23,train
6509,2009_004225,3.20784,train
6510,2009_004227,3.36,val
6511,2009_004228,6.153313,train
6512,2009_004229,4.020425,train
6513,2009_004231,3.1322810000000003,train
6514,2009_004232,2.932801,train
6515,2009_004233,3.45,val
6516,2009_004234,3.18,test
6517,2009_004241,3.5259709999999997,test
6518,2009_004242,3.41,test
6519,2009_004243,3.196586,test
6520,2009_004244,3.54,val
6521,2009_004247,2.96,train
6522,2009_004248,2.950013,train
6523,2009_004249,3.19,train
6524,2009_004255,3.1584939999999997,train
6525,2009_004258,3.717457,train
6526,2009_004261,2.803327,test
6527,2009_004262,3.128792,train
6528,2009_004263,3.3,val
6529,2009_004264,3.4250870000000004,test
6530,2009_004271,3.11,train
6531,2009_004272,3.06,val
6532,2009_004273,3.12,test
6533,2009_004274,2.896673,test
6534,2009_004276,3.2954849999999998,test
6535,2009_004277,3.18,train
6536,2009_004278,3.14,val
6537,2009_004279,3.07,test
6538,2009_004283,6.44353,test
6539,2009_004284,3.14565,train
6540,2009_004285,2.76,train
6541,2009_004289,3.19,train
6542,2009_004290,3.41,train
6543,2009_004291,3.21,train
6544,2009_004295,3.380469,train
6545,2009_004298,3.162451,train
6546,2009_004300,3.57,test
6547,2009_004301,3.623877,val
6548,2009_004303,3.32,train
6549,2009_004307,3.43,val
6550,2009_004308,2.853723,test
6551,2009_004309,3.75,train
6552,2009_004312,3.63,train
6553,2009_004315,2.77,val
6554,2009_004316,3.1590849999999997,train
6555,2009_004317,2.66,train
6556,2009_004319,2.782421,train
6557,2009_004322,3.15,test
6558,2009_004323,3.65,val
6559,2009_004324,2.943359,train
6560,2009_004327,2.905363,test
6561,2009_004328,3.4759330000000004,train
6562,2009_004329,3.38,val
6563,2009_004332,3.2984839999999997,val
6564,2009_004334,2.935353,train
6565,2009_004336,3.193952,test
6566,2009_004338,3.26,val
6567,2009_004340,3.63,val
6568,2009_004341,3.03,val
6569,2009_004346,3.004281,train
6570,2009_004347,3.262251,test
6571,2009_004350,4.478423,test
6572,2009_004351,3.19,train
6573,2009_004357,3.48,train
6574,2009_004358,2.9726470000000003,test
6575,2009_004359,3.353121,test
6576,2009_004361,3.18,train
6577,2009_004364,3.37,train
6578,2009_004366,3.15,train
6579,2009_004368,3.0190930000000002,train
6580,2009_004369,3.38,train
6581,2009_004370,3.1885630000000003,test
6582,2009_004371,3.23,train
6583,2009_004374,3.48,test
6584,2009_004375,3.071414,train
6585,2009_004377,3.38,train
6586,2009_004382,2.79,test
6587,2009_004383,3.19,test
6588,2009_004390,3.22,train
6589,2009_004392,2.8319669999999997,val
6590,2009_004394,3.46,train
6591,2009_004397,3.2600439999999997,val
6592,2009_004399,3.382743,train
6593,2009_004402,3.38,val
6594,2009_004403,3.29,train
6595,2009_004404,3.25,val
6596,2009_004406,3.24,train
6597,2009_004409,2.995931,train
6598,2009_004410,3.0712490000000003,test
6599,2009_004411,3.2,test
6600,2009_004414,3.38,val
6601,2009_004417,3.65151,train
6602,2009_004419,3.21,train
6603,2009_004424,2.85,test
6604,2009_004425,3.35,train
6605,2009_004426,3.85,val
6606,2009_004429,3.3381510000000003,val
6607,2009_004432,3.173954,train
6608,2009_004434,3.039524,train
6609,2009_004435,2.855053,test
6610,2009_004436,3.4678699999999996,train
6611,2009_004438,4.925364,train
6612,2009_004440,3.59,val
6613,2009_004442,3.15,val
6614,2009_004444,3.18,test
6615,2009_004445,3.25,train
6616,2009_004446,3.45,train
6617,2009_004448,3.1380470000000003,train
6618,2009_004449,3.28,test
6619,2009_004451,3.26,val
6620,2009_004452,3.41,test
6621,2009_004453,3.27,train
6622,2009_004454,3.08,val
6623,2009_004455,3.347522,test
6624,2009_004456,3.184726,train
6625,2009_004457,3.1678029999999997,train
6626,2009_004464,3.176893,train
6627,2009_004465,3.038364,train
6628,2009_004468,3.0581099999999997,train
6629,2009_004471,3.02,train
6630,2009_004475,3.05,train
6631,2009_004477,2.663514,train
6632,2009_004478,3.0205900000000003,val
6633,2009_004479,3.044635,test
6634,2009_004483,3.117921,val
6635,2009_004486,2.98835,val
6636,2009_004492,3.54,train
6637,2009_004494,3.3332870000000003,val
6638,2009_004496,3.37,train
6639,2009_004497,3.020184,train
6640,2009_004499,3.16,train
6641,2009_004501,3.26,test
6642,2009_004502,2.98314,val
6643,2009_004503,3.215693,train
6644,2009_004504,3.0425590000000002,val
6645,2009_004507,3.221102,test
6646,2009_004508,3.1842919999999997,test
6647,2009_004509,3.009043,val
6648,2009_004511,3.73284,train
6649,2009_004513,3.354971,test
6650,2009_004514,3.42,train
6651,2009_004518,5.596506,train
6652,2009_004519,3.52,train
6653,2009_004524,3.31,val
6654,2009_004525,3.28,test
6655,2009_004527,3.225494,test
6656,2009_004529,3.02,train
6657,2009_004530,3.2254669999999996,val
6658,2009_004532,3.73809,train
6659,2009_004535,2.778884,val
6660,2009_004536,2.68,val
6661,2009_004537,3.33,train
6662,2009_004539,3.05,val
6663,2009_004540,3.01,train
6664,2009_004542,3.06,train
6665,2009_004543,3.52,val
6666,2009_004545,2.85,test
6667,2009_004547,3.074761,train
6668,2009_004548,3.35,test
6669,2009_004551,3.68,train
6670,2009_004552,2.9151849999999997,train
6671,2009_004554,3.16,test
6672,2009_004556,3.18,val
6673,2009_004557,3.06475,val
6674,2009_004559,3.48,train
6675,2009_004560,3.21,train
6676,2009_004561,3.29,test
6677,2009_004562,3.4028089999999995,val
6678,2009_004565,2.81,val
6679,2009_004567,3.387661,train
6680,2009_004568,3.04,test
6681,2009_004570,3.064844,test
6682,2009_004571,2.95,train
6683,2009_004572,3.042305,test
6684,2009_004579,2.993281,train
6685,2009_004580,3.145624,val
6686,2009_004581,3.21,train
6687,2009_004582,3.2099189999999997,val
6688,2009_004587,3.082729,train
6689,2009_004588,3.36,train
6690,2009_004590,3.301652,train
6691,2009_004592,3.130019,train
6692,2009_004593,3.45,train
6693,2009_004594,3.176005,test
6694,2009_004598,2.95,train
6695,2009_004601,3.3367410000000004,val
6696,2009_004606,2.965267,train
6697,2009_004607,3.162081,val
6698,2009_004614,3.5782849999999997,val
6699,2009_004616,5.013437000000001,test
6700,2009_004619,3.06,test
6701,2009_004620,2.85,train
6702,2009_004623,3.08,val
6703,2009_004624,3.16,train
6704,2009_004625,2.992237,train
6705,2009_004626,2.88915,val
6706,2009_004628,2.949557,train
6707,2009_004629,3.08202,train
6708,2009_004630,3.303752,val
6709,2009_004631,3.75,val
6710,2009_004634,3.000122,val
6711,2009_004635,3.18,train
6712,2009_004639,2.71,train
6713,2009_004642,3.35,train
6714,2009_004643,3.386982,val
6715,2009_004645,4.060421,train
6716,2009_004647,3.252902,train
6717,2009_004648,3.285535,train
6718,2009_004651,3.469058,val
6719,2009_004652,3.13,train
6720,2009_004653,3.38,train
6721,2009_004655,2.859,train
6722,2009_004656,2.999404,val
6723,2009_004661,2.82,test
6724,2009_004662,2.96,test
6725,2009_004664,3.318895,test
6726,2009_004667,3.274757,train
6727,2009_004669,3.39,test
6728,2009_004670,3.04,val
6729,2009_004671,3.61,train
6730,2009_004674,3.389136,train
6731,2009_004677,3.336464,test
6732,2009_004679,3.243705,val
6733,2009_004681,3.19,train
6734,2009_004683,3.030357,val
6735,2009_004684,4.30132,train
6736,2009_004686,3.08,val
6737,2009_004687,3.4818279999999997,train
6738,2009_004688,3.638931,val
6739,2009_004694,3.944976,val
6740,2009_004697,3.02,train
6741,2009_004701,4.789301,train
6742,2009_004705,2.78,test
6743,2009_004706,3.39,test
6744,2009_004708,3.36,train
6745,2009_004709,3.127795,test
6746,2009_004710,3.26,train
6747,2009_004713,2.971066,train
6748,2009_004716,2.92726,test
6749,2009_004718,3.068778,train
6750,2009_004719,3.005427,val
6751,2009_004720,4.294192,val
6752,2009_004721,3.331058,test
6753,2009_004723,2.84,test
6754,2009_004728,3.037656,train
6755,2009_004730,3.42,val
6756,2009_004731,3.4533620000000003,train
6757,2009_004732,3.27,train
6758,2009_004734,3.68,val
6759,2009_004737,2.799314,test
6760,2009_004738,2.947422,val
6761,2009_004744,3.007023,val
6762,2009_004745,3.039845,train
6763,2009_004746,2.922866,val
6764,2009_004748,3.185,val
6765,2009_004749,3.096155,train
6766,2009_004754,2.65,val
6767,2009_004756,3.2669490000000003,test
6768,2009_004758,3.35,test
6769,2009_004759,3.265,train
6770,2009_004760,3.49,train
6771,2009_004761,3.16,train
6772,2009_004763,3.37,test
6773,2009_004764,3.38,test
6774,2009_004765,3.639555,train
6775,2009_004766,3.1922029999999997,test
6776,2009_004768,2.92,val
6777,2009_004769,3.8715300000000004,train
6778,2009_004771,3.29,test
6779,2009_004772,3.05,train
6780,2009_004779,3.19,train
6781,2009_004780,3.418074,val
6782,2009_004781,4.121136,test
6783,2009_004782,3.142746,train
6784,2009_004784,3.2,train
6785,2009_004786,3.358165,train
6786,2009_004787,3.108,train
6787,2009_004789,3.223841,val
6788,2009_004790,3.14,train
6789,2009_004794,3.512911,val
6790,2009_004796,3.03,val
6791,2009_004797,3.17,val
6792,2009_004798,3.04,train
6793,2009_004799,3.2914980000000003,train
6794,2009_004801,3.09,train
6795,2009_004804,3.0788349999999998,test
6796,2009_004805,3.244549,train
6797,2009_004806,3.15,train
6798,2009_004812,3.22,test
6799,2009_004813,3.19,test
6800,2009_004815,2.959694,val
6801,2009_004817,2.8880689999999998,train
6802,2009_004820,3.063041,test
6803,2009_004822,3.29,test
6804,2009_004823,3.31,test
6805,2009_004824,3.56,val
6806,2009_004828,2.967503,val
6807,2009_004829,3.08,train
6808,2009_004830,3.52,test
6809,2009_004831,3.448921,train
6810,2009_004834,3.25,test
6811,2009_004836,3.13,train
6812,2009_004839,3.26,val
6813,2009_004841,3.780847,train
6814,2009_004845,3.31,train
6815,2009_004846,3.23,test
6816,2009_004847,3.39,val
6817,2009_004848,3.37797,train
6818,2009_004849,3.368871,train
6819,2009_004855,2.8350169999999997,train
6820,2009_004856,2.98,val
6821,2009_004857,3.43,train
6822,2009_004858,2.9291169999999997,test
6823,2009_004859,3.26,train
6824,2009_004865,3.21,train
6825,2009_004867,3.02,val
6826,2009_004868,3.174384,train
6827,2009_004869,3.275,test
6828,2009_004871,3.245,test
6829,2009_004872,3.12,train
6830,2009_004874,3.159374,val
6831,2009_004876,3.2912529999999998,test
6832,2009_004877,2.929128,val
6833,2009_004880,3.40626,train
6834,2009_004882,3.460757,train
6835,2009_004885,3.6554290000000003,test
6836,2009_004886,3.124884,val
6837,2009_004887,3.053023,train
6838,2009_004888,3.021928,val
6839,2009_004889,3.11,val
6840,2009_004890,3.3316510000000004,test
6841,2009_004895,2.94,test
6842,2009_004897,3.0873720000000002,test
6843,2009_004898,2.85,test
6844,2009_004899,3.18,test
6845,2009_004901,4.80336,train
6846,2009_004902,3.09,val
6847,2009_004903,3.16,test
6848,2009_004904,5.401619,val
6849,2009_004905,4.06,train
6850,2009_004907,3.44,val
6851,2009_004913,3.181534,train
6852,2009_004914,2.995,val
6853,2009_004917,3.045,train
6854,2009_004919,3.219203,train
6855,2009_004921,3.222591,test
6856,2009_004922,3.2697950000000002,train
6857,2009_004926,3.1458009999999996,val
6858,2009_004929,2.808176,train
6859,2009_004930,3.3420389999999998,test
6860,2009_004933,3.34,train
6861,2009_004934,3.285,val
6862,2009_004939,3.078989,train
6863,2009_004940,2.9523479999999998,train
6864,2009_004942,2.942227,train
6865,2009_004943,3.025543,test
6866,2009_004944,2.744,test
6867,2009_004945,3.05,test
6868,2009_004946,2.9655419999999997,val
6869,2009_004947,3.292478,train
6870,2009_004953,2.755,train
6871,2009_004956,3.46,train
6872,2009_004958,3.51,val
6873,2009_004959,3.283895,val
6874,2009_004961,3.065003,train
6875,2009_004962,3.315,train
6876,2009_004965,3.4003349999999997,val
6877,2009_004969,3.55,test
6878,2009_004971,3.756553,test
6879,2009_004972,3.57855,test
6880,2009_004974,4.062562000000001,train
6881,2009_004975,2.93,val
6882,2009_004977,4.869891,val
6883,2009_004979,4.24,test
6884,2009_004980,2.84,test
6885,2009_004982,3.441,val
6886,2009_004983,3.34,val
6887,2009_004984,3.12,test
6888,2009_004986,3.21,test
6889,2009_004987,2.89,test
6890,2009_004988,3.172,val
6891,2009_004990,3.66,test
6892,2009_004993,3.22,test
6893,2009_004994,3.3443949999999996,val
6894,2009_004996,3.16,test
6895,2009_004999,3.28,test
6896,2009_005000,2.990765,val
6897,2009_005001,3.36,train
6898,2009_005005,3.09,test
6899,2009_005006,3.805161,train
6900,2009_005008,3.05,val
6901,2009_005015,3.138228,val
6902,2009_005016,3.18,train
6903,2009_005019,3.242818,train
6904,2009_005024,3.547474,val
6905,2009_005025,3.16,test
6906,2009_005030,3.44,val
6907,2009_005031,3.27,val
6908,2009_005033,2.69,train
6909,2009_005035,3.178042,train
6910,2009_005036,3.29,train
6911,2009_005037,3.3037870000000003,val
6912,2009_005038,3.595501,train
6913,2009_005040,3.11,test
6914,2009_005042,3.36,train
6915,2009_005044,3.236022,train
6916,2009_005045,3.25,val
6917,2009_005051,3.1493919999999997,test
6918,2009_005055,3.156528,train
6919,2009_005056,3.35,test
6920,2009_005057,3.26,test
6921,2009_005060,3.601405,test
6922,2009_005061,3.09782,train
6923,2009_005062,3.168079,train
6924,2009_005064,3.508903,test
6925,2009_005068,3.07,val
6926,2009_005069,3.51,train
6927,2009_005070,3.8171760000000003,test
6928,2009_005073,3.29,train
6929,2009_005075,3.150085,train
6930,2009_005076,3.187607,val
6931,2009_005078,2.989093,val
6932,2009_005079,3.11,train
6933,2009_005080,3.41,train
6934,2009_005081,3.06,test
6935,2009_005082,3.2803699999999996,train
6936,2009_005083,3.173876,test
6937,2009_005084,3.15,test
6938,2009_005085,3.11,train
6939,2009_005086,3.9714300000000002,train
6940,2009_005087,3.3,train
6941,2009_005089,3.18,train
6942,2009_005094,4.063457,train
6943,2009_005095,3.191615,train
6944,2009_005098,3.3267599999999997,test
6945,2009_005102,2.853652,val
6946,2009_005103,3.08,val
6947,2009_005104,3.044467,train
6948,2009_005107,2.86,train
6949,2009_005111,2.739785,val
6950,2009_005114,3.196231,train
6951,2009_005118,3.54,test
6952,2009_005119,3.160477,train
6953,2009_005120,2.770695,train
6954,2009_005126,3.09,train
6955,2009_005127,3.105277,val
6956,2009_005128,3.1,train
6957,2009_005129,4.0998589999999995,test
6958,2009_005130,2.74,train
6959,2009_005131,2.88,val
6960,2009_005133,3.31,test
6961,2009_005137,3.005538,train
6962,2009_005140,2.83,val
6963,2009_005141,3.38,val
6964,2009_005142,3.21,train
6965,2009_005144,3.42,train
6966,2009_005145,3.24,val
6967,2009_005147,3.36,train
6968,2009_005148,3.115418,train
6969,2009_005149,3.4274160000000005,train
6970,2009_005150,2.931433,train
6971,2009_005152,3.15,train
6972,2009_005153,3.13,train
6973,2009_005154,3.24,train
6974,2009_005155,2.97,train
6975,2009_005156,3.113175,test
6976,2009_005158,2.7981700000000003,train
6977,2009_005160,2.931921,train
6978,2009_005161,3.823835,test
6979,2009_005162,2.89,val
6980,2009_005163,2.617284,train
6981,2009_005165,3.22,test
6982,2009_005168,3.516059,val
6983,2009_005170,2.95,val
6984,2009_005171,3.52,test
6985,2009_005172,3.218473,test
6986,2009_005177,3.043804,test
6987,2009_005178,2.69,train
6988,2009_005181,2.936544,train
6989,2009_005183,3.525,train
6990,2009_005185,3.41,train
6991,2009_005189,2.65,train
6992,2009_005190,2.78,train
6993,2009_005191,3.1250720000000003,train
6994,2009_005193,2.780961,train
6995,2009_005194,3.570298,train
6996,2009_005198,2.6893849999999997,train
6997,2009_005201,3.17,train
6998,2009_005202,3.6197209999999997,train
6999,2009_005203,3.22,train
7000,2009_005204,3.24,train
7001,2009_005205,3.34,train
7002,2009_005210,2.68,train
7003,2009_005211,3.304903,train
7004,2009_005215,3.25,train
7005,2009_005216,3.3271269999999995,val
7006,2009_005217,3.38,test
7007,2009_005218,2.73,val
7008,2009_005219,3.03,train
7009,2009_005220,3.11,test
7010,2009_005221,2.815729,train
7011,2009_005222,3.174884,val
7012,2009_005225,3.4644550000000005,test
7013,2009_005229,3.0424849999999997,val
7014,2009_005231,3.26937,test
7015,2009_005232,3.210027,test
7016,2009_005234,3.29,train
7017,2009_005236,2.93,val
7018,2009_005239,3.77,test
7019,2009_005240,3.31,train
7020,2009_005242,3.06,test
